Cena,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Napęd,Typ,Liczba drzwi,Liczba miejsc,Kolor,Zarejestrowany w Polsce,Stan,Wersja,Generacja,Metalik,Pierwsza rejestracja,Bezwypadkowy,Kod Silnika,Możliwość finansowania,Faktura VAT,Leasing,Numer rejestracyjny pojazdu,Serwisowany w ASO,Kraj pochodzenia,Pierwszy właściciel,VAT marża,Miesięczna rata,lub do (przebieg km),Filtr cząstek stałych,Emisja CO2,Perłowy,Homologacja ciężarowa,Akryl (niemetalizowany),Gwarancja dealerska (w cenie),Uszkodzony,Tuning,VIN,Matowy,Okres gwarancji producenta,Kierownica po prawej (Anglik),Opłata początkowa,Liczba pozostałych rat,Wartość wykupu,Zarejestrowany jako zabytek
45999PLN,Firmy,Osobowe,Škoda,Superb,2014,183 000 km,1 968 cm3,Diesel,170 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,,Używane,,II (2008-2018),Tak,,Tak,,Tak,,,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
27900PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa E,2010,107 691 km,3 000 cm3,Diesel,231 KM,Automatyczna,,Kompakt,3,4,Szary,,Używane,,W212 (2009-2016),,,,,Tak,,,,,,,Tak,,,,,,,,,,,,,,,,,,
66000PLN,Osoby prywatnej,Osobowe,BMW,Seria 5,2013,241 000 km,1 995 cm3,Diesel,185 KM,Automatyczna,4x4 (dołączany automatycznie),Kombi,5,5,Brązowy,Tak,Używane,F10/F11 (2009-2017),F10/F11 (2009-2017),Tak,,Tak,520,,,,,Tak,Niemcy,,Tak,,,Tak,,,,,,,,,,,,,,,
49900PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,ML,2007,173 396 km,3 996 cm3,Diesel,306 KM,Automatyczna,4x4 (stały),SUV,5,5,Czarny,Tak,Używane,420 CDI 4-Matic,W164 (2005-2011),Tak,,Tak,,,,,WP5455M,,,,,,,,,,,,,,,,,,,,,,
25215PLN,Osoby prywatnej,Osobowe,Lexus,IS,2007,280 300 km,2 231 cm3,Diesel,177 KM,Manualna,Na tylne koła,Sedan,4,5,Czarny,Tak,Używane,ver-220-d-prestige,II (2005-2012),,,,,,Tak,,,,Polska,,,,,,,,,,,,,,,,,,,,
22000PLN,Osoby prywatnej,Osobowe,Volkswagen,Touran,2008,176 000 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Minivan,5,7,Czarny,Tak,Używane,I (2003-2010),,Tak,,Tak,,,,,GSL46655,Tak,Niemcy,,Tak,,,Tak,,,,,,,,,,,,,,,
51000PLN,Firmy,Osobowe,Opel,Insignia,2014,89 908 km,1 598 cm3,Benzyna,170 KM,Automatyczna,Na przednie koła,Sedan,4,5,Srebrny,Tak,Używane,,A (2008-2017),Tak,08/07/2014,,,Tak,,Tak,,Tak,Polska,,,304 PLN,,,,,,,,,,,,,,,,,
39900PLN,Firmy,Osobowe,Volkswagen,Passat CC,2013,227 000 km,2 000 cm3,Diesel,140 KM,Manualna,Na przednie koła,Sedan,4,5,Biały,Tak,Używane,,,,28/10/2013,Tak,,,,,PKN5613A,Tak,,,Tak,,,Tak,,Tak,,Tak,,,,,,,,,,,
23333PLN,Osoby prywatnej,Osobowe,Peugeot,208,2015,144 000 km,1 560 cm3,Diesel,100 KM,Manualna,Na przednie koła,Auta miejskie,5,,Czarny,Tak,Używane,1.6 BlueHDi Allure S&S,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
17900PLN,Firmy,Osobowe,Opel,Astra,2009,110 861 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,,Używane,,H (2004-2014),Tak,26/03/2009,,,,,,,Tak,,,Tak,,,,,,,,,,,,,,,,,,
20900PLN,Osoby prywatnej,Osobowe,Volkswagen,Golf Plus,2009,129 000 km,1 400 cm3,Benzyna,122 KM,Automatyczna,Na przednie koła,Minivan,5,5,Szary,,Używane,,,Tak,,Tak,,,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
53000PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,GL,2007,180 000 km,4 663 cm3,Benzyna,340 KM,Automatyczna,,SUV,5,,Srebrny,,Używane,450,X164 (2006-2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30700PLN,Osoby prywatnej,Osobowe,Citroën,DS4,2011,183 062 km,1 560 cm3,Diesel,112 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,,Używane,,,Tak,,Tak,,,,,,Tak,,,,,,,,Tak,,,,,,,,,,,,,
14900PLN,Osoby prywatnej,Osobowe,Opel,Astra,2007,165 122 km,1 796 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,Używane,III 1.8 Cosmo,H (2004-2014),Tak,05/11/2007,Tak,,Tak,,,,Tak,Niemcy,,Tak,,,,,Tak,,,,,,,,,,,,,
14400PLN,Osoby prywatnej,Osobowe,Ford,S-Max,2006,278 000 km,1 998 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,7,Szary,,Używane,,I (2006-2015),Tak,,Tak,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
7900PLN,Osoby prywatnej,Osobowe,Seat,Ibiza,2005,283 000 km,1 896 cm3,Diesel,130 KM,Manualna,,Kompakt,3,,Bordowy,,Używane,1.9 TDI Sport,III (2002-2008),,,,,,,,,,Polska,,,,,,,,,,,,,,,,,,,,
12900PLN,Osoby prywatnej,Osobowe,Kia,Ceed,2009,235 000 km,1 396 cm3,Benzyna+LPG,90 KM,Manualna,,Kombi,5,,Biały,,Używane,Cee'd 1.4 Comfort +,I (2006-2012),,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
28900PLN,Osoby prywatnej,Osobowe,Volkswagen,Golf Plus,2013,116 000 km,1 197 cm3,Benzyna,105 KM,Automatyczna,Na przednie koła,Minivan,5,5,Beżowy,Tak,Używane,1.2 TSI Comfortline DSG,,Tak,,Tak,,Tak,,,,Tak,Niemcy,,Tak,,,,,Tak,,,,,,,,,,,,,
54000PLN,Firmy,Osobowe,Volkswagen,Tiguan,2012,86 629 km,1 968 cm3,Diesel,140 KM,Manualna,4x4 (dołączany automatycznie),SUV,5,5,Czarny,Tak,Używane,,I (2007-2016),Tak,26/11/2012,,,Tak,,Tak,,Tak,Polska,,,321 PLN,,,,,,,,,,,,,,,,,
25650PLN,Osoby prywatnej,Osobowe,Dacia,Sandero Stepway,2015,133 000 km,898 cm3,Benzyna,90 KM,Manualna,,SUV,,,Czarny,,Używane,,,,,Tak,,,,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
24500PLN,Osoby prywatnej,Osobowe,Citroën,DS4,2011,165 200 km,1 560 cm3,Diesel,112 KM,Automatyczna,Na przednie koła,Kompakt,5,5,Niebieski,Tak,Używane,1.6 e-HDi SoChic MCP,,Tak,,Tak,,,,,,,Francja,,,,,,,,,,,,,,,,,,,,
8900PLN,Osoby prywatnej,Osobowe,Ford,Fiesta,2007,122 500 km,1 299 cm3,Benzyna,70 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,,Używane,1.3 Ambiente,Mk6 (2002-2008),Tak,01/04/2007,Tak,,,,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
12999PLN,Osoby prywatnej,Osobowe,Ford,Focus,2010,229 638 km,1 753 cm3,Diesel,115 KM,Manualna,Na przednie koła,Kombi,5,,Niebieski,Tak,Używane,Mk2 (2004-2011),Mk2 (2004-2011),,,,,,,,WY4712X,Tak,Polska,,,,,,,,,,,,,,,,,,,,
7400PLN,Osoby prywatnej,Osobowe,Hyundai,Getz,2005,161 425 km,1 086 cm3,Benzyna,66 KM,Manualna,Na przednie koła,Auta małe,5,5,Srebrny,,Używane,1.1 Base,,Tak,04/03/2005,Tak,,,,,,,Niemcy,,Tak,,,,,Tak,,,,,,,,,,,,,
23000PLN,Osoby prywatnej,Osobowe,Volkswagen,Caddy,2011,180 000 km,1 900 cm3,Benzyna+CNG,110 KM,Manualna,,Minivan,2,,Biały,,Używane,,III (2004-),,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
15900PLN,Osoby prywatnej,Osobowe,Audi,A6,2006,215 000 km,2 000 cm3,Benzyna,170 KM,Manualna,Na przednie koła,Kombi,5,5,Szary,,Używane,,C6 (2004-2011),Tak,,,,Tak,,,,,,,Tak,,,,,,,,,,,,,,,,,,
88900PLN,Osoby prywatnej,Osobowe,Jaguar,XJ,2012,140 000 km,5 000 cm3,Benzyna,385 KM,Automatyczna,Na tylne koła,Sedan,4,5,Biały,Tak,Używane,X351 (2009-),X351 (2009-),,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,
39900PLN,Osoby prywatnej,Osobowe,Jeep,Grand Cherokee,2007,203 000 km,2 987 cm3,Diesel,218 KM,Automatyczna,,SUV,5,5,Czarny,Tak,Używane,Gr 3.0 CRD Overland,III (2005-2010),Tak,21/01/2008,,,,Tak,,,Tak,,Tak,,,,,,,,,,,,,,,,,,,
29900PLN,Firmy,Osobowe,Honda,CR-V,2006,198 000 km,2 200 cm3,Diesel,140 KM,Manualna,4x4 (dołączany automatycznie),SUV,5,5,Szary,,Używane,,II (2001-2006),Tak,,Tak,,,,,,Tak,Niemcy,Tak,Tak,,,,,,,,1 miesięcy,,,,,,,,,,
84900PLN,Osoby prywatnej,Osobowe,Porsche,Cayenne,2010,225 000 km,2 967 cm3,Diesel,240 KM,Automatyczna,4x4 (stały),SUV,5,5,Czarny,Tak,Używane,Diesel,II (2010-),,,Tak,,Tak,Tak,Tak,,Tak,Polska,,,,,,,,Tak,,,,,,,,,,,,
15900PLN,Firmy,Osobowe,Renault,Laguna,2008,277 000 km,1 997 cm3,Benzyna,140 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Używane,,III (2007-),Tak,30/06/2009,Tak,,,,,SGLNY82,,Holandia,,Tak,,,,,,,,,,,,,,,,,,
69000PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa E,2012,156 000 km,3 498 cm3,Benzyna,306 KM,Automatyczna,Na tylne koła,Kombi,5,,Szary,Tak,Używane,ver-350-blueeff-elegance,W212 (2009-2016),,,,,,,,,,Niemcy,,,,,,,,,,,,,,,,,,,,
18400PLN,Osoby prywatnej,Osobowe,Renault,Megane,2009,140 000 km,1 598 cm3,Benzyna,110 KM,Manualna,,Kombi,5,,Biały,,Używane,1.6 16V Dynamique,III (2008-2016),,,,,Tak,,,,,,,,,,,,,,Tak,,,,,,,,,,,
28900PLN,Osoby prywatnej,Osobowe,Audi,A4,2009,115 000 km,1 798 cm3,Benzyna,160 KM,Manualna,Na przednie koła,Sedan,5,5,Czarny,,Używane,ver-1-8-tfsi,B8 (2007-2015),,,Tak,,,,,,,Niemcy,Tak,,,,,,,,,,,,,,,,,,,
14900PLN,Osoby prywatnej,Osobowe,Renault,Scenic,2014,280 000 km,1 461 cm3,Diesel,110 KM,Manualna,,Minivan,5,,Szary,,Używane,,IV (2013-),Tak,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,
29900PLN,Osoby prywatnej,Osobowe,Opel,Astra,2014,76 000 km,1 598 cm3,Benzyna,115 KM,Manualna,Na przednie koła,Sedan,4,5,Beżowy,Tak,Używane,IV 1.6 Active,J (2009-2015),Tak,11/07/2014,,,Tak,,,KR 740YN,Tak,Polska,,,,,,,,,,,,,,,,,,,,
21999PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2009,239 000 km,1 995 cm3,Diesel,143 KM,Manualna,Na tylne koła,Kombi,5,5,Czarny,,Używane,318d,E90/E91/E92/E93 (2005-2012),Tak,,Tak,,,,,,Tak,,Tak,,,,,,,,,,,,,,,,,,,
59900PLN,Osoby prywatnej,Osobowe,Jaguar,XF,2012,213 000 km,2 179 cm3,Diesel,190 KM,Automatyczna,Na tylne koła,Sedan,4,5,Biały,Tak,Używane,2.2 D,X250 (2007-2015),,,,,,,,,,Niemcy,,,,,,,,,Tak,,,,,,,,,,,
15000PLN,Osoby prywatnej,Osobowe,Citroën,C3,2012,177 002 km,1 398 cm3,Diesel,70 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,,Używane,,II (2008-2018),Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25000PLN,Osoby prywatnej,Osobowe,Peugeot,4007,2008,190 000 km,2 179 cm3,Diesel,156 KM,Manualna,,Minivan,5,,Niebieski,,Używane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23000PLN,Firmy,Osobowe,BMW,Seria 3,2008,148 225 km,1 995 cm3,Benzyna,143 KM,Manualna,Na tylne koła,Kombi,5,5,Czarny,Tak,Używane,,E90/E91/E92/E93 (2005-2012),Tak,18/04/2008,,318,Tak,,Tak,,,,,,149 PLN,,,,,,,,,,,,,,,,,
29900PLN,Osoby prywatnej,Osobowe,Volkswagen,Passat,2011,157 500 km,1 598 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Używane,B7 (2010-2014),B7 (2010-2014),,01/12/2011,,,,,,FWS 1H98,,,Tak,,,,Tak,,,,,,,,,,,,,,,
15900PLN,Osoby prywatnej,Osobowe,Audi,A3,2005,244 000 km,1 595 cm3,Benzyna,102 KM,Manualna,Na przednie koła,Kompakt,3,5,Czarny,,Używane,1.6 Ambiente,8P (2003-2012),,,,,Tak,,,,,,,Tak,,,,,Tak,,,,,,,,,,,,,
27800PLN,Osoby prywatnej,Osobowe,Ford,Mondeo,2010,193 000 km,1 999 cm3,Benzyna,203 KM,Automatyczna,Na przednie koła,Kombi,5,5,Czarny,,Używane,2.0 T Titanium X,Mk4 (2007-2014),Tak,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
29999PLN,Firmy,Osobowe,Nissan,Juke,2011,135 000 km,1 598 cm3,Benzyna,117 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Biały,,Używane,,,,,Tak,,Tak,,,,Tak,,Tak,Tak,,,,,,,,,,,,,,,,,,
82000PLN,Osoby prywatnej,Osobowe,Land Rover,Range Rover Evoque,2014,134 000 km,1 999 cm3,Benzyna,240 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Szary,Tak,Używane,2.0Si4 Prestige,,,02/01/2014,,,Tak,,,,Tak,,Tak,,,,,,Tak,,,,,,,,,,,,,
92000PLN,Osoby prywatnej,Osobowe,BMW,X3,2015,136 000 km,1 997 cm3,Benzyna,245 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Biały,,Używane,xDrive28i xLine sport,F25 (2010-),,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,
39700PLN,Osoby prywatnej,Osobowe,Hyundai,I30,2014,77 000 km,1 591 cm3,Benzyna,120 KM,Manualna,,Kompakt,5,5,Czarny,Tak,Używane,1.6 Comfort,II (2012-),Tak,,Tak,,Tak,,,,Tak,Polska,Tak,Tak,,,,,Tak,,,,,,,,,,,,,
47999PLN,Firmy,Osobowe,Volvo,V40,2014,159 800 km,1 969 cm3,Diesel,190 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,,Używane,,II (2012-),Tak,,Tak,,Tak,Tak,,,Tak,Niemcy,Tak,,,,,,,,,,,,,,,,,,,
26500PLN,Osoby prywatnej,Osobowe,Volvo,C30,2010,143 000 km,1 999 cm3,Diesel,136 KM,Automatyczna,Na przednie koła,Auta miejskie,,,Srebrny,Tak,Używane,,,,,Tak,,,,,,Tak,Szwajcaria,,,,,,,,,,,,,,,,,,,,
11500PLN,Osoby prywatnej,Osobowe,Škoda,Octavia,2006,304 000 km,1 896 cm3,Diesel,105 KM,Manualna,Na przednie koła,Kombi,5,5,Czarny,Tak,Używane,1.9 TDI Classic,II (2004-2013),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46400PLN,Firmy,Osobowe,Opel,Insignia,2015,48 182 km,1 956 cm3,Diesel,120 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,Tak,Używane,,A (2008-2017),Tak,17/08/2015,Tak,,Tak,Tak,Tak,WE707KW,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
36999PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,Klasa B,2012,199 000 km,1 796 cm3,Diesel,109 KM,Manualna,Na przednie koła,Minivan,5,5,Niebieski,Tak,Używane,180 CDI,W246 (2011-2018),,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,
37900PLN,Firmy,Osobowe,Hyundai,ix35,2011,160 886 km,1 700 cm3,Diesel,116 KM,Manualna,Na przednie koła,SUV,5,5,Srebrny,,Używane,,,Tak,14/04/2011,Tak,,Tak,,,,Tak,Belgia,,Tak,,,,,,,,,,,,,,,,,,
70900PLN,Osoby prywatnej,Osobowe,BMW,Seria 5,2014,175 000 km,1 995 cm3,Diesel,184 KM,Automatyczna,4x4 (dołączany automatycznie),Kombi,5,5,Szary,Tak,Używane,F10/F11 (2009-2017),F10/F11 (2009-2017),Tak,,Tak,520,,,,ZWA2A55,Tak,Niemcy,,,,,Tak,,,,,,,,,,,,,,,
39900PLN,Osoby prywatnej,Osobowe,Land Rover,Range Rover,2007,379 000 km,3 630 cm3,Diesel,272 KM,Automatyczna,4x4 (dołączany automatycznie),SUV,5,5,Srebrny,,Używane,3.6TD Vogue,III (2001-2012),Tak,,Tak,,,Tak,,,,Niemcy,,,,,,,,,,,,,,,,,,,,
73500PLN,Osoby prywatnej,Osobowe,Mazda,CX-5,2015,75 500 km,1 998 cm3,Benzyna,165 KM,Manualna,Na przednie koła,SUV,5,5,Czerwony,Tak,Używane,2.0 Skymotion 2WD,,Tak,08/05/2015,Tak,,,,,PP 2957G,Tak,Polska,Tak,,,,,,,,,,,,,,,,,,,
31990PLN,Firmy,Osobowe,Peugeot,208,2015,104 110 km,1 199 cm3,Benzyna,82 KM,Manualna,Na przednie koła,Auta małe,5,5,Bordowy,Tak,Używane,,,,01/12/2015,Tak,,Tak,Tak,Tak,,Tak,,,,,,,1 044 g/km,,,,,,,,,,,,,,
21400PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2006,246 855 km,1 995 cm3,Benzyna,129 KM,Manualna,Na tylne koła,Coupe,5,5,Srebrny,Tak,Używane,ver-318i,E90/E91/E92/E93 (2005-2012),Tak,23/01/2007,Tak,,,,,RZE 22891,Tak,Niemcy,Tak,,,,,,,,,,,,,,,,,,,
24000PLN,Firmy,Osobowe,Citroën,C3,2011,113 681 km,1 397 cm3,Benzyna,95 KM,Automatyczna,Na przednie koła,Kompakt,5,5,Biały,Tak,Używane,,II (2008-2018),,29/11/2011,Tak,,Tak,,Tak,,Tak,Polska,,,143 PLN,,,,,,,,,,,,,,,,,
55500PLN,Firmy,Osobowe,Peugeot,508,2015,179 000 km,2 000 cm3,Diesel,180 KM,Automatyczna,Na przednie koła,Kombi,5,5,Szary,Tak,Używane,,,Tak,,Tak,,Tak,,Tak,,Tak,Niemcy,Tak,Tak,,,Tak,3 g/km,,,,1 miesięcy,,,,,,,,,,
31900PLN,Osoby prywatnej,Osobowe,Škoda,Octavia,2015,195 000 km,1 197 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Sedan,5,5,Biały,Tak,Używane,1.2 TSI Edition,III (2013-),,,Tak,,,,,,,Polska,,,,,,,,,,,,,,,,,,,,
53000PLN,Firmy,Osobowe,Opel,Mokka,2014,94 493 km,1 364 cm3,Benzyna,140 KM,Manualna,Na przednie koła,SUV,5,5,Biały,Tak,Używane,,,Tak,09/05/2014,Tak,,Tak,,Tak,,Tak,Polska,,,315 PLN,,,,,,,,,,,,,,,,,
114390PLN,Osoby prywatnej,Osobowe,BMW,X5,2013,159 000 km,2 993 cm3,Diesel,258 KM,Automatyczna,4x4 (stały),SUV,5,5,Brązowy,Tak,Używane,xDrive30d,F15 (2013-2018),Tak,19/03/2014,Tak,,,Tak,,CCH71YV,Tak,Polska,Tak,,,,,,,Tak,,,,,,,,,,,,
42900PLN,Osoby prywatnej,Osobowe,Audi,A3,2014,121 000 km,1 598 cm3,Diesel,110 KM,Manualna,Na przednie koła,Kompakt,5,5,Czerwony,Tak,Używane,1.6 TDI clean diesel Ambiente,8V (2012-),,26/11/2014,Tak,,,Tak,,LU609KA,Tak,,Tak,,,,,,,,Tak,,,,,,,,,,,
64998PLN,Firmy,Osobowe,BMW,Seria 3,2014,99 870 km,1 995 cm3,Diesel,184 KM,Manualna,4x4 (dołączany automatycznie),Kombi,5,5,Szary,Tak,Używane,,F30/F31 (2012-),Tak,10/10/2014,,320,Tak,Tak,Tak,,Tak,Polska,Tak,,387 PLN,,,,,,,,,,,,,,,,,
26000PLN,Firmy,Osobowe,Kia,Rio,2013,130 948 km,1 248 cm3,Benzyna,85 KM,Manualna,Na przednie koła,Kompakt,5,5,Czarny,Tak,Używane,,III (2011-),Tak,12/07/2013,Tak,,Tak,,Tak,,Tak,Polska,Tak,,155 PLN,,,,,,,,,,,,,,,,,
35900PLN,Osoby prywatnej,Osobowe,Mercedes-Benz,ML,2006,284 000 km,2 987 cm3,Diesel,224 KM,Automatyczna,4x4 (stały),SUV,5,,Czarny,Tak,Używane,ver-320-cdi-4--matic,W164 (2005-2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33400PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2012,179 600 km,1 995 cm3,Diesel,184 KM,Manualna,Na tylne koła,Kombi,5,5,Inny kolor,Tak,Używane,320d,E90/E91/E92/E93 (2005-2012),Tak,,Tak,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,
8900PLN,Osoby prywatnej,Osobowe,Seat,Ibiza,2007,149 000 km,1 422 cm3,Diesel,80 KM,Manualna,Na przednie koła,Auta miejskie,5,5,Czarny,Tak,Używane,,III (2002-2008),,,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
39900PLN,Osoby prywatnej,Osobowe,BMW,Seria 3,2006,169 500 km,1 997 cm3,Benzyna,173 KM,Manualna,Na tylne koła,Sedan,4,5,Czarny,Tak,Używane,,E90/E91/E92/E93 (2005-2012),Tak,20/04/2006,Tak,,Tak,,,,Tak,Niemcy,,,,,,,,,,,,,,,,,,,,
34900PLN,Osoby prywatnej,Osobowe,Opel,Insignia,2012,290 000 km,,Diesel,,,,Sedan,,,Czarny,,Używane,,A (2008-2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19900PLN,Osoby prywatnej,Osobowe,Škoda,Fabia,2013,107 000 km,1 198 cm3,Benzyna,70 KM,Manualna,Na przednie koła,Auta miejskie,5,,Czerwony,Tak,Używane,1.2 12V Ambition,II (2007-),Tak,,,,,,,,Tak,Polska,,,,,,,,,,,,,,,,,,,,
26900PLN,Firmy,Osobowe,BMW,Seria 5,2008,280 000 km,2 000 cm3,Benzyna,163 KM,Manualna,Na tylne koła,Sedan,4,5,Inny kolor,,Używane,,E60/E61 (2003-2010),Tak,,Tak,520,,,,,Tak,,,Tak,,,,,,,,,,,,,,,,,,
15000PLN,Osoby prywatnej,Osobowe,Opel,Astra,2010,190 000 km,1 600 cm3,Benzyna+LPG,85 KM,Manualna,Na przednie koła,Kombi,5,5,Czerwony,Tak,Używane,H (2004-2014),H (2004-2014),,,Tak,,,,,,,Niemcy,,,,,,,,,,,,,,,,,,,,
74700PLN,Osoby prywatnej,Osobowe,Jaguar,XE,2015,52 500 km,1 999 cm3,Diesel,180 KM,Automatyczna,,Sedan,4,5,Czarny,Tak,Używane,,,,,Tak,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,
23500PLN,Firmy,Osobowe,Mitsubishi,Lancer,2010,149 000 km,1 798 cm3,Benzyna,143 KM,Manualna,Na przednie koła,Sedan,4,5,Srebrny,Tak,Używane,1.8 Invite,VIII (2007-),Tak,12/02/2010,Tak,,,,,AZ94194,Tak,Dania,,Tak,,,,,,,,,,,,,,,,,,
19500PLN,Osoby prywatnej,Osobowe,Ford,Mondeo,2009,318 000 km,1 997 cm3,Diesel,140 KM,Manualna,Na przednie koła,Kombi,5,5,Inny kolor,Tak,Używane,2.0 TDCi Titanium,Mk4 (2007-2014),,,,,Tak,,,,,,,,,,Tak,,,,,,,,,,,,,,,
36500PLN,Osoby prywatnej,Osobowe,Audi,A4,2010,189 850 km,1 968 cm3,Diesel,170 KM,Manualna,,Kombi,5,5,Szary,,Używane,2.0 TDI,B8 (2007-2015),Tak,,Tak,,Tak,,,,Tak,Niemcy,,Tak,,,,,Tak,,,,,,,,,,,,,
29900PLN,Osoby prywatnej,Osobowe,Audi,A6,2008,256 000 km,2 698 cm3,Diesel,190 KM,Automatyczna,,Kombi,5,5,Szary,Tak,Używane,2.7 TDI Multitronic,C6 (2004-2011),Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24998PLN,Firmy,Osobowe,Volkswagen,Jetta,2012,137 821 km,1 197 cm3,Benzyna,105 KM,Manualna,Na przednie koła,Sedan,4,5,Szary,Tak,Używane,,A6 (2010-),Tak,12/06/2012,,,Tak,Tak,Tak,,Tak,Polska,,,149 PLN,,,,,,,,,,,,,,,,,
38500PLN,Osoby prywatnej,Osobowe,Volkswagen,Golf,2013,107 000 km,,Benzyna,,,,Auta miejskie,5,5,Niebieski,,Używane,VII (2012-),VII (2012-2020),Tak,,,,Tak,Tak,,,,,,,,,,,,,,,,,,,,,,,,
53000PLN,Osoby prywatnej,Osobowe,BMW,3GT,2013,241 000 km,,Diesel,,,,Sedan,,,Czarny,,Używane,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39950PLN,Firmy,Osobowe,Land Rover,Range Rover,2006,116 000 km,4 398 cm3,Benzyna+LPG,286 KM,Automatyczna,,Auta małe,5,5,Złoty,Tak,Używane,4.4 Vogue,III (2001-2012),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600PLN,Osoby prywatnej,Osobowe,Škoda,Fabia,2007,307 332 km,1 198 cm3,Benzyna+LPG,64 KM,Manualna,,Auta miejskie,5,5,Inny kolor,,Używane,1.2 12V Classic,I (1999-2008),,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,
24700PLN,Firmy,Osobowe,Volkswagen,Touran,2008,199 000 km,2 000 cm3,Diesel,140 KM,Manualna,Na przednie koła,Minivan,5,5,Czarny,,Używane,,I (2003-2010),Tak,,Tak,,,,,,Tak,Niemcy,,Tak,,,,,,,,,,,,,,,,,,
25900PLN,Osoby prywatnej,Osobowe,Ford,Ranger,2014,120 000 km,2 198 cm3,Diesel,150 KM,Manualna,,SUV,2,,Szary,,Używane,2.2 TDCi 4x4 EC XL,,,,,,Tak,,,,,,,,,,,,,,,,Tak,,,,,,,,,
36900PLN,Firmy,Osobowe,Audi,A4,2011,243 500 km,1 968 cm3,Diesel,170 KM,Manualna,4x4 (dołączany automatycznie),Kombi,4,5,Biały,,Używane,2.0 TDI Quattro,B8 (2007-2015),Tak,06/06/2011,Tak,,Tak,,Tak,,Tak,Niemcy,Tak,Tak,,,,,,,,,,,,,,,,,,
57900PLN,Osoby prywatnej,Osobowe,Volkswagen,Multivan,2010,262 000 km,2 000 cm3,Diesel,180 KM,Manualna,Na przednie koła,Minivan,,,Niebieski,Tak,Używane,,,Tak,,,,,,,DLE 19225,,Niemcy,,,,,Tak,,,,,,,,,,,,,,,
29900PLN,Firmy,Osobowe,Audi,A3,2009,188 186 km,1 595 cm3,Benzyna,102 KM,Manualna,Na przednie koła,Kompakt,5,5,Szary,,Używane,,8P (2003-2012),Tak,06/05/2009,Tak,,,,,,Tak,Niemcy,Tak,Tak,,,,,Tak,,,,,,,,,,,,,
